GEOID,NAME,variable,estimate,moe
040131125151,Block Group 1; Census Tract 1125.15; Maricopa County; Arizona,total_pop_r,1237,661
040131125151,Block Group 1; Census Tract 1125.15; Maricopa County; Arizona,white_nh,64,77
040131125151,Block Group 1; Census Tract 1125.15; Maricopa County; Arizona,hispanic,929,637
040131125151,Block Group 1; Census Tract 1125.15; Maricopa County; Arizona,total_occ,371,154
040131125151,Block Group 1; Census Tract 1125.15; Maricopa County; Arizona,renter,208,155
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,pop_total,2241,743
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,total_pop_r,2241,743
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,white_nh,1377,581
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,hispanic,527,159
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,total_occ,814,237
040133199041,Block Group 1; Census Tract 3199.04; Maricopa County; Arizona,renter,130,60
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,pop_total,1372,479
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,total_pop_r,1372,479
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,white_nh,1161,464
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,hispanic,168,121
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,total_occ,616,201
040131042071,Block Group 1; Census Tract 1042.07; Maricopa County; Arizona,renter,11,19
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,pop_total,966,324
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,total_pop_r,966,324
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,white_nh,704,254
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,hispanic,171,159
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,total_occ,483,188
040132175011,Block Group 1; Census Tract 2175.01; Maricopa County; Arizona,renter,243,160
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,pop_total,919,328
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,total_pop_r,919,328
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,white_nh,424,201
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,hispanic,276,149
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,total_occ,329,118
040133199053,Block Group 3; Census Tract 3199.05; Maricopa County; Arizona,renter,87,103
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,pop_total,1820,351
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,total_pop_r,1820,351
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,white_nh,1652,339
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,hispanic,62,47
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,total_occ,642,115
040131080002,Block Group 2; Census Tract 1080; Maricopa County; Arizona,renter,0,14
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,pop_total,2108,1177
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,total_pop_r,2108,1177
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,white_nh,251,207
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,hispanic,1719,1168
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,total_occ,479,188
040130931013,Block Group 3; Census Tract 931.01; Maricopa County; Arizona,renter,463,188
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,pop_total,1147,310
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,total_pop_r,1147,310
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,white_nh,602,283
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,hispanic,398,215
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,total_occ,382,84
040131036071,Block Group 1; Census Tract 1036.07; Maricopa County; Arizona,renter,98,63
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,pop_total,932,366
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,total_pop_r,932,366
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,white_nh,735,324
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,hispanic,106,129
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,total_occ,435,140
040136170024,Block Group 4; Census Tract 6170.02; Maricopa County; Arizona,renter,108,69
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,pop_total,1262,398
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,total_pop_r,1262,398
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,white_nh,677,305
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,hispanic,308,222
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,total_occ,627,167
040134221032,Block Group 2; Census Tract 4221.03; Maricopa County; Arizona,renter,502,172
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,pop_total,912,445
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,total_pop_r,912,445
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,white_nh,354,259
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,hispanic,406,315
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,total_occ,287,118
040130610152,Block Group 2; Census Tract 610.15; Maricopa County; Arizona,renter,57,47
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,pop_total,247,248
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,total_pop_r,247,248
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,white_nh,162,218
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,hispanic,85,138
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,total_occ,101,97
040131138003,Block Group 3; Census Tract 1138; Maricopa County; Arizona,renter,101,97
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,pop_total,3393,342
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,total_pop_r,3393,342
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,white_nh,2611,412
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,hispanic,415,230
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,total_occ,1459,122
040132168412,Block Group 2; Census Tract 2168.41; Maricopa County; Arizona,renter,424,83
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,pop_total,1200,491
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,total_pop_r,1200,491
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,white_nh,347,134
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,hispanic,812,477
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,total_occ,506,149
040131033042,Block Group 2; Census Tract 1033.04; Maricopa County; Arizona,renter,479,148
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,pop_total,1174,379
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,total_pop_r,1174,379
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,white_nh,932,379
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,hispanic,34,52
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,total_occ,452,115
040131032161,Block Group 1; Census Tract 1032.16; Maricopa County; Arizona,renter,27,40
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,pop_total,1035,248
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,total_pop_r,1035,248
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,white_nh,951,248
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,hispanic,52,61
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,total_occ,489,103
040136126002,Block Group 2; Census Tract 6126; Maricopa County; Arizona,renter,49,37
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,pop_total,1977,1268
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,total_pop_r,1977,1268
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,white_nh,1290,1015
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,hispanic,123,137
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,total_occ,610,291
040130610341,Block Group 1; Census Tract 610.34; Maricopa County; Arizona,renter,81,111
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,pop_total,685,165
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,total_pop_r,685,165
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,white_nh,640,158
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,hispanic,32,41
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,total_occ,510,130
040130715032,Block Group 2; Census Tract 715.03; Maricopa County; Arizona,renter,15,25
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,pop_total,1657,784
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,total_pop_r,1657,784
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,white_nh,192,99
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,hispanic,1433,777
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,total_occ,519,216
040131159002,Block Group 2; Census Tract 1159; Maricopa County; Arizona,renter,211,130
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,pop_total,1261,331
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,total_pop_r,1261,331
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,white_nh,737,205
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,hispanic,382,208
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,total_occ,487,120
040131054002,Block Group 2; Census Tract 1054; Maricopa County; Arizona,renter,22,22
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,pop_total,0,14
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,total_pop_r,0,14
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,white_nh,0,14
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,hispanic,0,14
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,total_occ,0,14
040130820161,Block Group 1; Census Tract 820.16; Maricopa County; Arizona,renter,0,14
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,pop_total,2427,690
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,total_pop_r,2427,690
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,white_nh,78,50
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,hispanic,2248,698
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,total_occ,754,164
040131126012,Block Group 2; Census Tract 1126.01; Maricopa County; Arizona,renter,479,156
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,pop_total,2020,606
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,total_pop_r,2020,606
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,white_nh,603,199
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,hispanic,859,391
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,total_occ,809,186
040131089022,Block Group 2; Census Tract 1089.02; Maricopa County; Arizona,renter,465,150
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,pop_total,1283,352
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,total_pop_r,1283,352
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,white_nh,659,183
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,hispanic,526,349
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,total_occ,651,105
040131085011,Block Group 1; Census Tract 1085.01; Maricopa County; Arizona,renter,390,109
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,pop_total,1034,345
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,total_pop_r,1034,345
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,white_nh,880,333
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,hispanic,62,55
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,total_occ,390,114
040134224022,Block Group 2; Census Tract 4224.02; Maricopa County; Arizona,renter,73,54
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,pop_total,1478,809
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,total_pop_r,1478,809
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,white_nh,406,186
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,hispanic,1057,782
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,total_occ,403,143
040134221021,Block Group 1; Census Tract 4221.02; Maricopa County; Arizona,renter,40,32
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,pop_total,841,195
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,total_pop_r,841,195
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,white_nh,682,179
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,hispanic,102,78
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,total_occ,562,132
040134202093,Block Group 3; Census Tract 4202.09; Maricopa County; Arizona,renter,108,55
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,pop_total,1786,404
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,total_pop_r,1786,404
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,white_nh,1103,242
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,hispanic,438,112
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,total_occ,728,143
040134226372,Block Group 2; Census Tract 4226.37; Maricopa County; Arizona,renter,87,66
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,pop_total,1786,444
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,total_pop_r,1786,444
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,white_nh,1432,406
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,hispanic,124,115
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,total_occ,640,132
040131032093,Block Group 3; Census Tract 1032.09; Maricopa County; Arizona,renter,18,30
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,pop_total,739,223
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,total_pop_r,739,223
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,white_nh,663,203
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,hispanic,19,33
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,total_occ,587,197
040134207093,Block Group 3; Census Tract 4207.09; Maricopa County; Arizona,renter,134,152
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,pop_total,473,217
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,total_pop_r,473,217
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,white_nh,238,114
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,hispanic,188,193
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,total_occ,281,102
040130926003,Block Group 3; Census Tract 926; Maricopa County; Arizona,renter,138,73
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,pop_total,860,215
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,total_pop_r,860,215
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,white_nh,794,215
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,hispanic,0,14
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,total_occ,449,109
040130101041,Block Group 1; Census Tract 101.04; Maricopa County; Arizona,renter,45,50
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,pop_total,1820,722
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,total_pop_r,1820,722
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,white_nh,727,495
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,hispanic,1093,488
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,total_occ,451,179
040134201113,Block Group 3; Census Tract 4201.11; Maricopa County; Arizona,renter,34,32
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,pop_total,1198,373
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,total_pop_r,1198,373
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,white_nh,674,270
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,hispanic,345,234
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,total_occ,563,157
040133184001,Block Group 1; Census Tract 3184; Maricopa County; Arizona,renter,382,144
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,pop_total,2461,608
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,total_pop_r,2461,608
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,white_nh,981,310
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,hispanic,731,353
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,total_occ,809,180
040130610131,Block Group 1; Census Tract 610.13; Maricopa County; Arizona,renter,314,144
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,pop_total,1027,424
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,total_pop_r,1027,424
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,white_nh,432,200
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,hispanic,389,258
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,total_occ,648,292
040130924022,Block Group 2; Census Tract 924.02; Maricopa County; Arizona,renter,583,294
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,pop_total,2233,1125
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,total_pop_r,2233,1125
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,white_nh,1186,471
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,hispanic,793,786
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,total_occ,788,300
040131042224,Block Group 4; Census Tract 1042.22; Maricopa County; Arizona,renter,418,163
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,pop_total,1485,272
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,total_pop_r,1485,272
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,white_nh,1162,222
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,hispanic,74,74
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,total_occ,701,118
040132168221,Block Group 1; Census Tract 2168.22; Maricopa County; Arizona,renter,0,14
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,pop_total,1246,516
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,total_pop_r,1246,516
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,white_nh,895,454
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,hispanic,235,260
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,total_occ,472,163
040138116002,Block Group 2; Census Tract 8116; Maricopa County; Arizona,renter,77,72
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,pop_total,1259,261
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,total_pop_r,1259,261
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,white_nh,1139,265
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,hispanic,113,105
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,total_occ,786,150
040134226403,Block Group 3; Census Tract 4226.40; Maricopa County; Arizona,renter,109,106
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,pop_total,1755,372
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,total_pop_r,1755,372
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,white_nh,847,198
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,hispanic,551,254
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,total_occ,572,115
040130719111,Block Group 1; Census Tract 719.11; Maricopa County; Arizona,renter,273,92
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,pop_total,1390,516
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,total_pop_r,1390,516
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,white_nh,254,147
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,hispanic,1065,519
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,total_occ,400,144
040131125172,Block Group 2; Census Tract 1125.17; Maricopa County; Arizona,renter,111,78
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,pop_total,1023,298
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,total_pop_r,1023,298
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,white_nh,629,185
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,hispanic,275,176
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,total_occ,401,91
040134226271,Block Group 1; Census Tract 4226.27; Maricopa County; Arizona,renter,103,76
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,pop_total,2441,571
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,total_pop_r,2441,571
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,white_nh,1647,544
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,hispanic,539,263
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,total_occ,918,334
040134224021,Block Group 1; Census Tract 4224.02; Maricopa County; Arizona,renter,554,325
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,pop_total,1782,214
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,total_pop_r,1782,214
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,white_nh,548,164
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,hispanic,872,212
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,total_occ,875,125
040131112021,Block Group 1; Census Tract 1112.02; Maricopa County; Arizona,renter,836,129
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,pop_total,1743,726
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,total_pop_r,1743,726
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,white_nh,230,233
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,hispanic,1102,514
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,total_occ,458,222
040131125152,Block Group 2; Census Tract 1125.15; Maricopa County; Arizona,renter,152,170
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,pop_total,875,349
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,total_pop_r,875,349
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,white_nh,585,289
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,hispanic,184,210
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,total_occ,497,198
040130610143,Block Group 3; Census Tract 610.14; Maricopa County; Arizona,renter,91,103
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,pop_total,1440,495
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,total_pop_r,1440,495
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,white_nh,1200,436
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,hispanic,82,86
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,total_occ,519,127
040132168612,Block Group 2; Census Tract 2168.61; Maricopa County; Arizona,renter,71,50
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,pop_total,1838,807
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,total_pop_r,1838,807
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,white_nh,142,112
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,hispanic,1615,772
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,total_occ,430,175
040131094021,Block Group 1; Census Tract 1094.02; Maricopa County; Arizona,renter,85,62
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,pop_total,3619,689
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,total_pop_r,3619,689
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,white_nh,558,470
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,hispanic,2114,617
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,total_occ,1154,316
040131166141,Block Group 1; Census Tract 1166.14; Maricopa County; Arizona,renter,112,76
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,pop_total,500,268
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,total_pop_r,500,268
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,white_nh,469,267
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,hispanic,31,49
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,total_occ,136,58
040134204023,Block Group 3; Census Tract 4204.02; Maricopa County; Arizona,renter,12,18
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,pop_total,2875,588
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,total_pop_r,2875,588
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,white_nh,2122,535
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,hispanic,459,351
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,total_occ,1033,219
040138148021,Block Group 1; Census Tract 8148.02; Maricopa County; Arizona,renter,431,221
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,pop_total,2876,1045
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,total_pop_r,2876,1045
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,white_nh,519,248
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,hispanic,1782,1080
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,total_occ,1178,259
040131137013,Block Group 3; Census Tract 1137.01; Maricopa County; Arizona,renter,1002,248
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,pop_total,2272,584
