GEOID,NAME,variable,estimate,moe
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,total_pop_r,2272,584
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,white_nh,1595,426
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,hispanic,148,163
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,total_occ,794,170
040130405382,Block Group 2; Census Tract 405.38; Maricopa County; Arizona,renter,0,14
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,pop_total,1777,706
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,total_pop_r,1777,706
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,white_nh,156,104
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,hispanic,1290,632
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,total_occ,447,152
040130822043,Block Group 3; Census Tract 822.04; Maricopa County; Arizona,renter,112,89
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,pop_total,3214,896
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,total_pop_r,3214,896
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,white_nh,1582,670
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,hispanic,845,1009
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,total_occ,894,220
040130610611,Block Group 1; Census Tract 610.61; Maricopa County; Arizona,renter,271,209
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,pop_total,1847,538
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,total_pop_r,1847,538
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,white_nh,1138,501
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,hispanic,414,342
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,total_occ,811,223
040134222092,Block Group 2; Census Tract 4222.09; Maricopa County; Arizona,renter,439,196
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,pop_total,2223,586
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,total_pop_r,2223,586
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,white_nh,1394,338
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,hispanic,549,368
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,total_occ,735,168
040131042242,Block Group 2; Census Tract 1042.24; Maricopa County; Arizona,renter,52,42
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,pop_total,3073,793
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,total_pop_r,3073,793
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,white_nh,1326,622
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,hispanic,1188,477
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,total_occ,1268,261
040134212012,Block Group 2; Census Tract 4212.01; Maricopa County; Arizona,renter,844,188
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,pop_total,2062,565
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,total_pop_r,2062,565
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,white_nh,1778,513
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,hispanic,57,62
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,total_occ,770,242
040131032142,Block Group 2; Census Tract 1032.14; Maricopa County; Arizona,renter,62,39
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,pop_total,543,248
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,total_pop_r,543,248
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,white_nh,316,220
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,hispanic,124,82
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,total_occ,337,130
040134214001,Block Group 1; Census Tract 4214; Maricopa County; Arizona,renter,302,129
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,pop_total,865,384
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,total_pop_r,865,384
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,white_nh,216,140
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,hispanic,548,340
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,total_occ,425,187
040135231042,Block Group 2; Census Tract 5231.04; Maricopa County; Arizona,renter,304,198
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,pop_total,2088,460
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,total_pop_r,2088,460
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,white_nh,99,64
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,hispanic,1807,447
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,total_occ,585,114
040130822081,Block Group 1; Census Tract 822.08; Maricopa County; Arizona,renter,66,59
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,pop_total,2572,624
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,total_pop_r,2572,624
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,white_nh,879,401
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,hispanic,994,289
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,total_occ,833,173
040131125142,Block Group 2; Census Tract 1125.14; Maricopa County; Arizona,renter,87,66
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,pop_total,1423,596
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,total_pop_r,1423,596
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,white_nh,1079,497
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,hispanic,344,209
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,total_occ,617,230
040134225031,Block Group 1; Census Tract 4225.03; Maricopa County; Arizona,renter,116,112
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,pop_total,1973,360
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,total_pop_r,1973,360
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,white_nh,1343,281
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,hispanic,530,273
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,total_occ,1043,199
040134210011,Block Group 1; Census Tract 4210.01; Maricopa County; Arizona,renter,831,200
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,pop_total,2152,705
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,total_pop_r,2152,705
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,white_nh,226,129
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,hispanic,1368,434
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,total_occ,541,149
040131125173,Block Group 3; Census Tract 1125.17; Maricopa County; Arizona,renter,183,112
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,pop_total,2296,636
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,total_pop_r,2296,636
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,white_nh,267,148
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,hispanic,1984,617
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,total_occ,604,134
040130820072,Block Group 2; Census Tract 820.07; Maricopa County; Arizona,renter,244,132
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,pop_total,1165,432
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,total_pop_r,1165,432
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,white_nh,973,332
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,hispanic,138,225
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,total_occ,598,272
040131032172,Block Group 2; Census Tract 1032.17; Maricopa County; Arizona,renter,88,71
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,pop_total,2320,580
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,total_pop_r,2320,580
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,white_nh,661,325
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,hispanic,1297,449
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,total_occ,716,187
040131045022,Block Group 2; Census Tract 1045.02; Maricopa County; Arizona,renter,516,160
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,pop_total,1287,450
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,total_pop_r,1287,450
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,white_nh,566,275
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,hispanic,423,356
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,total_occ,518,166
040131052003,Block Group 3; Census Tract 1052; Maricopa County; Arizona,renter,272,136
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,pop_total,1825,592
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,total_pop_r,1825,592
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,white_nh,867,386
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,hispanic,505,377
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,total_occ,775,233
040131086022,Block Group 2; Census Tract 1086.02; Maricopa County; Arizona,renter,620,216
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,pop_total,2224,681
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,total_pop_r,2224,681
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,white_nh,518,265
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,hispanic,467,314
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,total_occ,1061,290
040133200072,Block Group 2; Census Tract 3200.07; Maricopa County; Arizona,renter,958,296
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,pop_total,1160,477
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,total_pop_r,1160,477
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,white_nh,28,34
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,hispanic,1060,471
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,total_occ,400,139
040131101001,Block Group 1; Census Tract 1101; Maricopa County; Arizona,renter,341,131
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,pop_total,1114,495
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,total_pop_r,1114,495
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,white_nh,751,438
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,hispanic,316,200
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,total_occ,318,114
040134223023,Block Group 3; Census Tract 4223.02; Maricopa County; Arizona,renter,18,20
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,pop_total,2652,555
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,total_pop_r,2652,555
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,white_nh,1507,430
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,hispanic,714,405
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,total_occ,1102,183
040134224011,Block Group 1; Census Tract 4224.01; Maricopa County; Arizona,renter,602,124
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,pop_total,3155,1039
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,total_pop_r,3155,1039
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,white_nh,92,93
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,hispanic,2662,929
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,total_occ,683,199
040131125021,Block Group 1; Census Tract 1125.02; Maricopa County; Arizona,renter,277,142
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,pop_total,1196,382
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,total_pop_r,1196,382
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,white_nh,1002,369
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,hispanic,48,50
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,total_occ,367,111
040138169011,Block Group 1; Census Tract 8169.01; Maricopa County; Arizona,renter,11,19
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,pop_total,1071,179
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,total_pop_r,1071,179
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,white_nh,818,175
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,hispanic,200,88
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,total_occ,368,67
040131074011,Block Group 1; Census Tract 1074.01; Maricopa County; Arizona,renter,7,13
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,pop_total,1708,717
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,total_pop_r,1708,717
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,white_nh,447,255
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,hispanic,1189,624
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,total_occ,402,121
040130931061,Block Group 1; Census Tract 931.06; Maricopa County; Arizona,renter,78,51
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,pop_total,3253,757
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,total_pop_r,3253,757
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,white_nh,251,128
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,hispanic,2615,733
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,total_occ,882,194
040131098011,Block Group 1; Census Tract 1098.01; Maricopa County; Arizona,renter,605,212
040136197003,Block Group 3; Census Tract 6197; Maricopa County; Arizona,pop_total,695,238
040136197003,Block Group 3; Census Tract 6197; Maricopa County; Arizona,total_pop_r,695,238
040136197003,Block Group 3; Census Tract 6197; Maricopa County; Arizona,white_nh,413,115
040136197003,Block Group 3; Census Tract 6197; Maricopa County; Arizona,hispanic,209,175
040136197003,Block Group 3; Census Tract 6197; Maricopa County; Arizona,total_occ,338,95
